-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.36883894927837,39.78067114137388,116.35280774247767,39.804074170028635,116.3616778521606,39.83254919712594,-1,-1,-1,-1,-1,-1,116.33199336709497,39.87618715080386,-1,-1,-1,-1,116.33949563580269,39.88652932170936,-1,-1,116.35516949331371,39.90833911743575,116.3580463084537,39.91153890550407,116.35899218545322,39.9385463663838,116.34747438156155,39.96409547579086,-1,-1,116.32048988731466,39.981122642708414,116.31837185885438,39.99132724314093,116.30203351597925,40.0093219417032,116.3006393964733,40.034788070460024,116.27202622651023,40.03269237635576,116.25418874090525,40.06061257678258,-1,-1,116.24882774348482,40.09159100344325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.3630399069875,39.802919680502995,116.35310144916538,39.830846200311484,-1,-1,116.30493528750085,39.83613324620911,116.32299731765394,39.85458350260691,116.3309776098479,39.88113892129021,-1,-1,-1,-1,-1,-1,116.34305481674407,39.888562194919324,-1,-1,116.35372941066248,39.90960009565447,-1,-1,116.34783329151975,39.9645190176079,116.30809267965361,39.9558014375345,116.31991879988044,39.97952426082498,116.31423342752419,39.992579531701146,116.30427580476537,40.01052874244043,116.30164252826434,40.03779868377412,116.2628585335496,40.03141895822693,-1,-1,116.23586325237447,40.08974774327907,116.24208800957285,40.09992449512135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.37481548971041,39.782433793942054,116.36122149767564,39.807912410015994,116.3621171246307,39.83418732068504,116.33855649331687,39.84324041486583,116.30350125673627,39.8369496815183,-1,-1,-1,-1,116.30695957372659,39.88173225319836,116.32836750247712,39.882428151995484,-1,-1,-1,-1,116.3576877661339,39.914707118277875,116.35930946381711,39.91138615078244,-1,-1,116.34650524689569,39.96718845592277,116.31242273718692,39.95613062004247,116.3200724365111,39.98465399458089,-1,-1,116.30377982387988,40.01200332243982,116.29716676213673,40.03458750445127,116.26875468407232,40.03724533092287,-1,-1,116.26665599515103,40.05958911218941,116.2419106383237,40.09505080685066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.36607001051378,39.78016007444152,116.3477217983779,39.81395064672605,116.35271817943837,39.83193810212906,-1,-1,-1,-1,116.32460738169145,39.84863779609414,-1,-1,116.30280784382761,39.88204723594885,116.32662748894316,39.88776251591951,116.33703102989661,39.884425681330065,116.34974975859606,39.88474065233977,116.36328498402668,39.91222018241444,116.35528569578783,39.91243514715391,116.35509457622028,39.940620818290306,-1,-1,116.31374129595484,39.95334923339271,-1,-1,-1,-1,-1,-1,116.30106161877309,40.03370033061922,116.26505347730202,40.00303651316553,-1,-1,116.26022047595592,40.08827883970217,116.25506822496877,40.0909137116065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.39475829917666,39.806781813984365,116.35668492469472,39.808462520725705,-1,-1,116.33060144838227,39.84069171204493,116.3047181561454,39.83050920859846,116.3299744135232,39.848320971023774,116.33385987204713,39.87894027887372,-1,-1,116.32687566678099,39.888813525895785,116.33427225546187,39.88694339647976,116.34831864331541,39.88770431210395,-1,-1,116.35838304894143,39.9143933746993,116.35886005816482,39.93684162477208,116.34936609930573,39.96601620531972,116.31741600024596,39.95721878880189,116.32166674284106,39.98416478489682,-1,-1,116.3073059036202,40.00635191016142,116.30112091850269,40.03841250071831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.36937929682034,39.78362723730383,116.35594010702343,39.80887229523645,116.35557269498271,39.834344787297894,-1,-1,-1,-1,116.32766888876642,39.85241486624826,-1,-1,116.29748499020292,39.88538769687885,-1,-1,-1,-1,116.35140737386533,39.88699220799219,116.3622140622094,39.91124586538582,-1,-1,-1,-1,116.34113365287268,39.983856383641054,116.32553923951917,39.99128347259802,-1,-1,116.3165598859698,39.99094536950916,116.29824165072107,40.00876435385361,116.30686504698554,40.03479438823181,116.27158107847038,40.03458043170389,116.25193956981664,40.05957721043286,116.25327598432258,40.08388927990364,116.24776079578152,40.092002825690685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.36441028130804,39.78030886227284,116.355883083494,39.808556592412636,116.35587794651762,39.830497090478765,-1,-1,116.29759196663454,39.83075515289866,-1,-1,-1,-1,-1,-1,116.32844150713213,39.88507948599881,116.33329493614049,39.88427439286964,116.34927555130209,39.886020042405086,116.31667573333907,39.89967963063534,116.3612824602224,39.9154241829352,116.35479936521484,39.935765388695565,116.35075696361342,39.9619626134016,-1,-1,-1,-1,116.31320476749258,39.99146543113873,-1,-1,116.30436799415584,40.03405546545555,116.2638178048626,40.03485753689503,116.26183234502547,40.059106008886985,116.25209267430867,40.090647801751146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.3690494556313,39.782088421292194,116.35936753857989,39.80500495339871,-1,-1,116.33071172112591,39.843666340898515,-1,-1,116.32394725278331,39.84967094255489,116.33979514622338,39.875172796741126,-1,-1,-1,-1,116.33454853470668,39.88990508275047,116.34816262031396,39.88450991732239,-1,-1,116.36095120139163,39.90990462881587,116.35420272278434,39.935543135102385,-1,-1,116.31284091493859,39.95593575994285,116.32060913579909,39.981454226318014,116.31671603533248,39.98682639709223,-1,-1,-1,-1,116.27096910233305,40.031231182199555,116.26045569065536,40.06459205674437,116.22137492828293,40.07714447813746,116.2473751045585,40.09657070294225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.35512076787225,39.80322527411312,116.35410380331231,39.83652000462351,-1,-1,-1,-1,116.3290123779602,39.84704458760957,116.34024493663065,39.876966077035846,-1,-1,116.32603528437022,39.88547150810188,-1,-1,116.34658363494025,39.88640624891716,116.3628912437149,39.90824852997896,116.34856159697117,39.89699200386562,-1,-1,116.36592635510048,39.961788239558516,116.31194291347073,39.954396524350656,116.31925473665088,39.98392685636416,116.31109512554892,39.98779187519655,-1,-1,116.30225071134572,40.03285427495259,-1,-1,116.25453326881212,40.06144017690691,116.25781703450008,40.09102621498348,116.24484566553154,40.09627133651074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.36818285166945,39.777095711501964,116.36124602225418,39.80846618551026,-1,-1,116.33838617428509,39.845993600638984,-1,-1,116.32771393235352,39.85143907611438,-1,-1,116.3049313308098,39.884735032632385,116.32832942990795,39.888787498246046,-1,-1,-1,-1,116.3621543280231,39.912982697420546,116.35841529796653,39.91239998897771,116.3602549462776,39.93878571584579,-1,-1,116.31655538494073,39.9536987459842,-1,-1,116.31258608557333,39.98917308051755,116.29809880072405,40.006110488345705,116.30375774152878,40.0332103796431,116.27145364689707,40.038277729376524,116.26089027795705,40.058478955187574,116.25290500647881,40.08312515198077,116.25629669974232,40.08886483898885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
